hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region
no,yes,yes,<9years,white,no,51.0,0.0,0.0,0.0,south
no,yes,no,13-15years,,yes,14.0,,,36.0,south
yes,no,yes,13-15years,white,no,24.0,0.0,2.0,99.999,northcentral
no,no,no,13-15years,black,no,15.0,0.0,1.0,19.0,south
yes,no,yes,12years,white,no,39.0,0.0,0.0,6.0,other
no,yes,no,9-11years,white,no,11.5,0.0,1.0,20.0,south
no,no,yes,13-15years,white,no,3.0,0.0,0.0,19.0,south
no,yes,yes,12years,white,no,15.0,0.0,1.0,26.0,west
no,no,no,9-11years,white,no,42.5,0.0,0.0,79.0,south
no,no,no,16years,,no,10.0,0.0,0.0,19.5,south
no,yes,yes,12years,,no,28.0,,,40.0,south
yes,no,yes,12years,white,no,26.0,0.0,2.0,40.0,west
no,yes,yes,16years,white,no,21.0,0.0,2.0,20.0,west
no,yes,yes,16years,black,no,13.0,1.0,1.0,28.0,south
yes,no,yes,12years,white,no,30.0,0.0,0.0,33.5,other
no,yes,yes,12years,white,no,12.0,1.0,0.0,28.0,south
no,no,no,12years,,no,18.0,0.0,2.0,12.0,northcentral
no,yes,yes,12years,white,no,28.0,0.0,0.0,42.0,west
no,yes,no,12years,white,no,27.0,0.0,0.0,0.0,south
yes,no,yes,13-15years,,no,27.0,0.0,1.0,21.057,south
yes,no,yes,12years,white,no,23.0,0.0,1.0,13.5,northcentral
no,yes,no,12years,white,no,28.0,0.0,1.0,0.0,south
no,no,no,12years,white,no,28.0,0.0,0.0,17.0,west
yes,no,yes,12years,white,no,18.0,1.0,1.0,38.0,west
no,no,no,9-11years,white,no,23.5,0.0,1.0,13.0,south
no,yes,yes,16years,white,no,15.0,0.0,0.0,35.0,west
yes,no,yes,13-15years,white,no,31.0,0.0,1.0,35.0,northcentral
no,yes,yes,9-11years,white,no,24.5,,,20.0,south
yes,no,yes,13-15years,white,yes,19.0,1.0,1.0,52.0,south
no,no,no,<9years,white,yes,21.0,0.0,3.0,8.5,west
yes,no,yes,16years,white,no,25.0,0.0,0.0,40.0,west
no,yes,no,12years,white,yes,15.0,1.0,1.0,31.0,west
yes,no,yes,12years,white,no,31.0,0.0,1.0,40.0,northcentral
yes,yes,yes,12years,white,no,20.0,0.0,2.0,34.5,west
yes,no,yes,12years,white,yes,13.0,2.0,2.0,17.5,northcentral
yes,no,yes,12years,white,yes,43.0,0.0,0.0,49.0,west
no,no,no,16years,white,yes,11.0,,,38.0,south
yes,no,yes,13-15years,white,no,24.0,0.0,1.0,102.499,south
no,no,no,12years,white,no,39.0,0.0,0.0,6.014,northcentral
no,yes,no,>16years,white,no,19.0,1.0,2.0,20.0,west
no,no,no,12years,white,no,18.0,0.0,2.0,0.0,south
no,yes,no,13-15years,white,no,14.0,0.0,0.0,30.0,other
no,yes,no,>16years,white,no,20.0,0.0,2.0,0.0,northcentral
yes,no,yes,12years,white,no,24.0,0.0,0.0,40.0,west
no,no,no,16years,white,no,30.0,0.0,0.0,0.0,west
no,yes,no,16years,white,no,3.0,0.0,0.0,2.2,west
no,yes,yes,16years,white,no,5.0,1.0,0.0,20.0,south
no,yes,yes,13-15years,white,no,6.0,0.0,0.0,35.0,northcentral
yes,no,yes,13-15years,white,no,11.0,2.0,0.0,52.0,other
yes,yes,yes,>16years,white,no,18.0,0.0,3.0,62.0,south
no,no,no,12years,other,no,47.0,0.0,0.0,0.0,west
no,yes,no,13-15years,,no,21.0,0.0,1.0,27.0,south
no,yes,no,16years,white,no,10.0,,,20.0,other
yes,no,yes,12years,white,no,43.0,0.0,0.0,60.9,northcentral
no,yes,no,12years,white,no,33.0,0.0,0.0,14.04,other
no,no,no,12years,white,no,38.0,0.0,0.0,0.0,other
no,yes,no,16years,white,no,7.0,0.0,0.0,0.0,south
no,no,no,12years,black,no,25.0,0.0,0.0,0.0,west
yes,no,yes,13-15years,white,no,30.0,0.0,0.0,40.0,south
no,yes,yes,13-15years,white,no,32.0,0.0,0.0,99.999,west
no,yes,no,12years,white,no,43.0,0.0,0.0,45.0,other
no,no,no,12years,white,no,15.0,0.0,0.0,0.0,other
no,no,no,12years,white,yes,15.0,,,23.0,other
yes,yes,yes,12years,white,no,44.0,0.0,0.0,0.0,west
yes,yes,yes,13-15years,white,no,21.0,0.0,1.0,36.0,south
yes,no,yes,>16years,white,no,31.0,,,0.0,other
no,no,no,12years,white,no,43.0,0.0,0.0,0.0,west
no,yes,no,13-15years,white,no,23.0,0.0,3.0,12.0,other
yes,no,yes,9-11years,white,no,23.5,0.0,1.0,42.5,south
no,no,no,13-15years,black,no,12.0,0.0,0.0,21.0,west
yes,no,yes,16years,white,no,14.0,2.0,0.0,80.0,other
no,no,no,12years,white,no,40.0,0.0,0.0,35.0,other
no,yes,no,13-15years,white,no,16.0,0.0,2.0,0.0,south
yes,yes,yes,9-11years,white,no,30.5,,,41.6,west
no,yes,yes,13-15years,white,no,9.0,0.0,0.0,48.0,other
no,yes,yes,13-15years,white,no,29.0,0.0,0.0,37.0,west
yes,no,yes,12years,white,no,33.0,0.0,0.0,44.0,northcentral
no,no,no,12years,black,no,47.0,0.0,0.0,0.0,northcentral
yes,no,yes,12years,white,no,29.0,0.0,1.0,16.8,northcentral
yes,no,yes,12years,white,no,20.0,1.0,1.0,32.0,northcentral
no,yes,yes,13-15years,black,no,16.0,,,25.0,other
yes,no,yes,13-15years,white,no,17.0,0.0,2.0,29.0,northcentral
yes,yes,yes,12years,white,no,16.0,0.0,2.0,36.0,south
yes,no,yes,13-15years,white,no,18.0,1.0,1.0,40.0,west
yes,yes,yes,12years,black,no,21.0,,,17.0,other
yes,no,yes,9-11years,white,no,21.5,0.0,3.0,22.0,south
yes,no,yes,13-15years,white,no,32.0,0.0,0.0,99.999,other
yes,no,yes,16years,white,no,26.0,,,59.056,west
no,yes,yes,12years,white,no,42.0,0.0,0.0,71.0,other
no,yes,no,>16years,white,no,24.0,,,0.0,south
yes,no,yes,12years,white,no,12.0,1.0,1.0,40.0,other
no,yes,no,13-15years,white,no,22.0,0.0,1.0,0.0,south
yes,no,yes,12years,white,no,17.0,2.0,0.0,60.0,other
no,yes,yes,16years,white,no,33.0,0.0,0.0,61.0,south
no,no,no,16years,white,no,3.0,0.0,0.0,14.0,west
yes,no,yes,13-15years,,no,15.0,0.0,3.0,44.0,west
yes,no,yes,12years,white,no,16.0,1.0,0.0,55.0,northcentral
no,yes,no,16years,white,no,18.0,0.0,0.0,0.0,other
no,yes,yes,>16years,white,no,22.0,1.0,0.0,70.0,other
yes,no,yes,13-15years,black,no,27.0,0.0,0.0,41.0,south
yes,no,yes,>16years,white,yes,7.0,,,58.0,west
no,yes,no,16years,white,no,13.0,1.0,1.0,1.5,west
yes,no,yes,9-11years,white,no,45.5,0.0,0.0,30.0,northcentral
no,yes,yes,12years,white,no,9.0,0.0,2.0,20.0,other
yes,no,yes,9-11years,white,no,26.5,0.0,1.0,30.0,south
yes,yes,yes,12years,white,no,19.0,,,40.0,south
yes,no,yes,12years,white,no,23.0,0.0,3.0,39.509,northcentral
no,yes,no,16years,white,no,38.0,0.0,0.0,2.0,other
no,no,no,16years,white,no,26.0,0.0,1.0,0.0,northcentral
no,no,no,16years,white,no,7.0,0.0,0.0,60.0,northcentral
no,yes,no,9-11years,white,no,18.5,0.0,0.0,19.943,west
no,yes,yes,16years,white,no,33.0,0.0,0.0,50.0,south
no,yes,no,16years,white,no,12.0,3.0,0.0,0.0,northcentral
no,no,no,<9years,,no,33.0,0.0,1.0,0.0,other
yes,no,yes,12years,white,no,40.0,0.0,0.0,0.0,west
yes,no,yes,13-15years,white,no,16.0,0.0,1.0,49.791,west
no,no,no,9-11years,,no,32.5,0.0,2.0,16.0,northcentral
no,yes,yes,12years,white,no,28.0,0.0,0.0,35.0,northcentral
no,yes,no,>16years,white,no,11.0,0.0,0.0,46.655,other
yes,no,yes,13-15years,white,no,17.0,0.0,3.0,47.119,northcentral
yes,yes,yes,12years,,no,8.0,0.0,0.0,24.0,south
no,yes,no,16years,white,no,41.0,0.0,0.0,2.01,west
no,yes,yes,13-15years,white,no,3.0,0.0,0.0,42.0,other
yes,no,yes,13-15years,white,no,19.0,0.0,0.0,24.0,other
yes,no,yes,13-15years,black,no,28.0,1.0,0.0,40.0,south
yes,yes,yes,13-15years,white,no,8.0,0.0,0.0,15.6,northcentral
no,no,no,9-11years,white,no,21.5,0.0,3.0,14.4,south
no,no,no,12years,other,no,38.0,0.0,0.0,2.4,south
yes,no,yes,12years,white,no,17.0,1.0,1.0,50.0,other
yes,no,yes,16years,,no,19.0,0.0,1.0,75.0,other
no,yes,yes,13-15years,,no,38.0,0.0,0.0,13.0,south
no,yes,yes,16years,white,no,9.0,0.0,0.0,37.0,northcentral
no,yes,yes,13-15years,white,no,29.0,0.0,0.0,60.0,other
yes,no,yes,12years,white,no,19.0,1.0,2.0,30.0,northcentral
yes,no,yes,12years,,no,23.0,2.0,0.0,30.0,south
yes,no,yes,12years,white,no,7.0,0.0,0.0,22.0,west
yes,no,yes,12years,white,no,12.0,1.0,0.0,15.0,south
no,no,no,12years,white,no,10.0,,,13.0,other
yes,no,yes,16years,white,no,33.0,0.0,0.0,6.22,west
yes,no,yes,13-15years,white,no,26.0,,,33.0,west
no,yes,no,13-15years,white,no,18.0,1.0,1.0,46.0,south
no,no,no,<9years,white,yes,19.0,2.0,2.0,1.825,northcentral
no,yes,no,12years,white,no,28.0,0.0,1.0,0.0,northcentral
yes,no,yes,13-15years,white,no,23.0,1.0,2.0,56.0,west
yes,no,yes,13-15years,white,no,19.0,2.0,0.0,46.0,other
no,yes,no,13-15years,white,no,16.0,0.0,1.0,5.0,south
yes,no,yes,12years,white,no,22.0,0.0,1.0,26.0,south
no,yes,no,16years,white,no,35.0,0.0,1.0,53.5,northcentral
yes,no,yes,13-15years,white,no,22.0,0.0,2.0,40.0,west
no,yes,no,16years,black,no,33.0,0.0,0.0,28.0,south
no,no,no,12years,white,no,7.0,1.0,0.0,0.0,south
yes,no,yes,16years,,no,6.0,3.0,0.0,35.161,west
yes,yes,yes,12years,white,no,33.0,0.0,0.0,23.4,other
no,yes,no,12years,black,no,39.0,,,16.7,south
yes,yes,yes,>16years,white,no,41.0,,,0.0,south
no,no,yes,12years,white,no,8.0,1.0,0.0,20.0,other
no,no,no,9-11years,,no,13.5,1.0,0.0,13.742,west
no,yes,yes,>16years,white,no,13.0,1.0,0.0,45.0,west
no,yes,yes,13-15years,,no,24.0,0.0,1.0,27.0,south
yes,no,yes,12years,black,no,5.0,0.0,0.0,20.0,south
no,no,no,9-11years,white,no,27.5,,,0.0,south
no,no,no,12years,white,no,10.0,1.0,0.0,28.0,south
no,yes,no,13-15years,,no,28.0,0.0,0.0,65.0,south
yes,no,yes,12years,black,no,43.0,0.0,0.0,7.0,south
yes,no,yes,12years,white,no,42.0,0.0,0.0,18.8,south
yes,yes,yes,9-11years,white,no,13.5,0.0,2.0,5.0,south
no,yes,yes,9-11years,white,no,38.5,0.0,0.0,0.0,northcentral
yes,no,yes,13-15years,white,yes,36.0,0.0,0.0,40.869,west
no,yes,yes,9-11years,white,no,17.5,0.0,2.0,30.0,south
yes,no,yes,12years,black,yes,28.0,0.0,0.0,38.0,other
yes,no,yes,12years,,no,23.0,0.0,1.0,80.0,northcentral
yes,yes,yes,16years,white,no,1.0,1.0,0.0,4.0,northcentral
no,no,no,>16years,white,no,10.0,0.0,0.0,10.0,other
yes,yes,yes,13-15years,,no,21.0,0.0,0.0,35.0,other
no,no,no,<9years,white,no,39.0,0.0,0.0,0.0,south
yes,no,yes,12years,white,no,25.0,,,22.0,northcentral
yes,no,yes,>16years,black,no,6.0,1.0,0.0,15.6,west
yes,no,yes,16years,white,no,17.0,0.0,0.0,35.0,south
yes,yes,yes,>16years,white,no,6.0,0.0,2.0,33.737,south
no,no,yes,9-11years,white,no,29.5,0.0,1.0,33.0,west
yes,yes,yes,12years,white,no,11.0,1.0,0.0,79.0,west
yes,no,yes,<9years,white,no,39.0,0.0,0.0,16.536,south
yes,yes,yes,12years,white,no,11.0,,,32.0,northcentral
no,no,no,13-15years,white,no,3.0,0.0,0.0,6.0,northcentral
yes,no,yes,13-15years,,no,37.0,0.0,0.0,35.0,other
yes,no,yes,9-11years,,no,14.5,1.0,2.0,18.0,west
no,no,no,<9years,white,no,21.0,0.0,1.0,14.0,west
yes,no,yes,12years,white,no,28.0,0.0,4.0,52.0,west
no,yes,no,>16years,white,no,29.0,0.0,1.0,0.0,south
yes,no,yes,13-15years,white,no,15.0,0.0,1.0,32.0,west
no,no,no,12years,white,no,12.0,2.0,0.0,0.0,south
no,no,no,9-11years,white,yes,24.5,0.0,3.0,13.0,other
yes,yes,yes,12years,white,no,18.0,1.0,1.0,20.0,northcentral
yes,no,yes,12years,white,no,39.0,0.0,0.0,36.4,northcentral
no,yes,no,16years,white,no,5.0,0.0,0.0,19.0,south
yes,no,yes,13-15years,white,no,22.0,2.0,3.0,53.0,northcentral
no,yes,no,16years,white,no,25.0,0.0,2.0,49.0,northcentral
no,yes,no,12years,white,no,34.0,0.0,1.0,45.0,south
yes,no,yes,12years,,no,19.0,0.0,0.0,22.0,south
yes,no,yes,12years,white,no,21.0,0.0,4.0,30.0,other
yes,no,yes,13-15years,white,no,36.0,0.0,0.0,27.0,south
no,no,no,12years,white,no,33.0,0.0,0.0,0.0,west
no,yes,no,>16years,white,no,27.0,,,0.0,other
no,yes,no,12years,white,no,45.0,0.0,0.0,0.0,northcentral
no,yes,yes,13-15years,white,no,32.0,0.0,0.0,25.0,northcentral
yes,yes,yes,12years,white,no,46.0,0.0,0.0,30.0,northcentral
no,yes,no,12years,white,no,32.0,0.0,0.0,0.0,other
yes,no,yes,12years,,no,12.0,0.0,0.0,15.5,northcentral
no,no,no,13-15years,white,no,13.0,0.0,2.0,0.0,west
yes,no,yes,12years,white,no,38.0,0.0,0.0,0.0,other
no,no,no,13-15years,white,no,10.0,1.0,0.0,22.0,northcentral
yes,no,yes,13-15years,,no,16.0,1.0,0.0,40.794,other
no,yes,yes,16years,other,no,5.0,1.0,0.0,21.0,south
yes,no,yes,12years,white,no,42.0,0.0,0.0,0.0,northcentral
yes,no,yes,13-15years,white,no,3.0,0.0,0.0,40.0,other
yes,yes,yes,12years,white,no,37.0,0.0,0.0,0.0,south
yes,no,yes,16years,white,no,19.0,0.0,4.0,75.0,west
no,no,no,13-15years,white,no,30.0,0.0,0.0,25.0,south
yes,no,yes,12years,white,no,35.0,0.0,0.0,43.0,northcentral
no,yes,no,13-15years,white,no,24.0,0.0,1.0,4.5,northcentral
yes,no,yes,<9years,white,no,48.0,0.0,0.0,2.333,northcentral
no,yes,no,16years,white,no,40.0,,,0.0,other
no,no,no,<9years,white,no,25.0,0.0,4.0,5.2,west
yes,no,yes,16years,white,no,12.0,0.0,3.0,30.0,northcentral
no,yes,no,13-15years,white,no,9.0,,,0.0,northcentral
no,yes,yes,12years,white,no,16.0,1.0,1.0,30.0,south
no,no,no,12years,white,no,7.0,2.0,0.0,11.0,northcentral
yes,no,yes,12years,white,no,18.0,2.0,0.0,18.807,northcentral
yes,no,yes,12years,white,no,43.0,0.0,0.0,0.0,northcentral
no,no,no,12years,black,no,22.0,,,25.0,south
no,no,no,12years,white,no,47.0,0.0,0.0,0.0,other
yes,no,yes,12years,,no,40.0,0.0,0.0,29.0,other
no,yes,no,12years,white,no,25.0,0.0,1.0,0.0,northcentral
no,yes,no,16years,white,no,26.0,0.0,0.0,16.0,south
no,no,no,12years,white,no,38.0,0.0,0.0,8.112,south
yes,no,yes,12years,white,no,42.0,0.0,0.0,32.5,other
yes,no,yes,9-11years,white,no,15.5,,,12.0,south
yes,no,yes,13-15years,white,no,15.0,,,30.828,northcentral
no,yes,no,<9years,white,yes,8.0,2.0,0.0,23.0,south
no,yes,no,12years,white,no,47.0,0.0,0.0,0.0,west
yes,no,yes,13-15years,white,no,36.0,0.0,0.0,35.0,west
yes,no,yes,>16years,white,no,15.0,0.0,0.0,35.0,south
no,no,no,9-11years,white,no,16.5,1.0,1.0,3.138,northcentral
yes,no,yes,13-15years,white,no,17.0,3.0,0.0,65.618,south
no,no,no,<9years,white,no,49.0,0.0,0.0,0.0,south
no,no,no,12years,,no,26.0,,,28.0,west
no,no,no,13-15years,white,no,7.0,3.0,0.0,0.0,south
no,no,no,<9years,black,no,39.0,0.0,0.0,2.5,south
yes,yes,yes,12years,white,no,9.0,1.0,0.0,25.0,northcentral
yes,no,yes,12years,white,no,17.0,0.0,0.0,36.0,west
yes,no,yes,12years,white,no,32.0,0.0,0.0,99.999,other
yes,no,yes,12years,white,no,15.0,1.0,1.0,19.222,northcentral
no,yes,no,12years,white,no,42.0,0.0,0.0,12.877,south
yes,no,yes,9-11years,white,no,36.5,0.0,0.0,6.9,other
no,yes,no,12years,white,no,22.0,1.0,1.0,29.999,south
yes,no,yes,12years,white,no,40.0,0.0,0.0,0.0,northcentral
no,no,no,12years,white,no,13.0,1.0,2.0,18.0,west
no,yes,yes,12years,white,no,19.0,,,35.0,northcentral
yes,no,yes,13-15years,white,no,16.0,0.0,1.0,60.0,south
no,no,no,9-11years,white,no,41.5,0.0,0.0,0.0,south
no,no,no,13-15years,white,no,44.0,,,0.0,northcentral
yes,no,yes,12years,,no,38.0,0.0,0.0,30.0,south
yes,no,yes,>16years,,no,33.0,0.0,0.0,64.0,northcentral
yes,no,yes,>16years,white,no,15.0,1.0,0.0,42.0,other
no,yes,no,12years,white,no,31.0,0.0,0.0,0.0,northcentral
no,yes,no,16years,white,no,20.0,0.0,2.0,52.0,south
no,no,no,12years,white,no,10.0,0.0,2.0,13.0,south
no,no,no,16years,white,no,28.0,0.0,0.0,57.0,south
yes,no,yes,12years,black,no,23.0,0.0,0.0,45.0,south
no,yes,yes,>16years,white,no,32.0,0.0,0.0,23.0,northcentral
yes,no,yes,13-15years,,no,17.0,0.0,0.0,38.0,other
yes,no,yes,9-11years,black,no,26.5,0.0,0.0,30.0,northcentral
yes,yes,yes,13-15years,white,no,11.0,1.0,1.0,29.0,west
no,yes,no,13-15years,white,no,38.0,0.0,0.0,18.0,northcentral
yes,no,yes,13-15years,black,no,34.0,0.0,0.0,20.0,west
no,yes,no,>16years,white,no,7.0,0.0,0.0,40.0,south
yes,no,yes,12years,,no,11.0,1.0,1.0,32.3,other
no,no,no,>16years,white,yes,33.0,0.0,0.0,99.999,other
yes,yes,yes,13-15years,white,no,32.0,0.0,0.0,46.9,west
no,yes,no,13-15years,white,yes,8.0,2.0,0.0,0.0,northcentral
yes,no,yes,13-15years,white,no,23.0,1.0,1.0,42.5,northcentral
yes,no,yes,13-15years,white,yes,10.0,2.0,1.0,25.0,west
no,yes,no,16years,black,no,36.0,,,1.5,south
yes,no,yes,13-15years,white,no,26.0,1.0,0.0,54.7,west
yes,no,yes,12years,white,no,20.0,1.0,0.0,53.0,other
no,yes,no,13-15years,white,no,25.0,0.0,0.0,47.0,west
no,no,no,9-11years,white,no,34.5,0.0,1.0,0.0,south
no,yes,no,12years,white,no,30.0,0.0,0.0,50.0,west
no,no,no,12years,white,no,28.0,0.0,2.0,10.0,south
yes,no,yes,12years,white,no,20.0,0.0,0.0,0.0,northcentral
no,no,no,<9years,white,yes,19.0,,,7.5,west
yes,no,yes,13-15years,white,no,27.0,,,45.0,west
no,no,no,13-15years,white,no,30.0,0.0,1.0,28.0,south
no,yes,no,>16years,white,no,7.0,0.0,0.0,22.4,other
yes,no,yes,12years,white,no,20.0,0.0,2.0,30.0,other
yes,no,yes,13-15years,white,no,25.0,0.0,1.0,38.0,west
yes,no,yes,9-11years,white,no,19.5,0.0,1.0,25.0,northcentral
no,no,no,12years,white,no,6.0,0.0,0.0,19.8,northcentral
no,no,no,12years,,no,3.0,1.0,0.0,12.0,west
yes,no,yes,13-15years,white,no,27.0,,,24.232,northcentral
yes,no,yes,12years,white,no,25.0,0.0,0.0,28.0,other
yes,yes,yes,12years,white,no,30.0,,,45.0,south
no,no,no,12years,white,no,46.0,0.0,0.0,7.0,other
yes,yes,yes,12years,black,no,10.0,2.0,1.0,45.0,south
no,yes,no,16years,white,no,21.0,2.0,0.0,0.0,west
no,yes,no,9-11years,white,no,14.5,2.0,0.0,22.9,west
no,yes,no,12years,white,yes,21.0,0.0,2.0,14.0,south
no,yes,no,>16years,white,no,21.0,0.0,2.0,0.0,west
no,yes,no,13-15years,white,no,24.0,0.0,0.0,4.3,northcentral
yes,no,yes,12years,white,no,27.0,0.0,0.0,58.0,northcentral
no,no,no,13-15years,white,no,15.0,1.0,1.0,43.5,other
yes,no,yes,>16years,white,no,23.0,0.0,1.0,27.0,south
no,yes,yes,13-15years,white,no,4.0,0.0,0.0,22.0,south
no,yes,no,16years,white,no,5.0,0.0,0.0,0.0,south
no,no,no,12years,white,no,29.0,,,0.0,west
no,no,no,12years,white,no,18.0,1.0,0.0,0.0,south
no,no,no,13-15years,white,no,20.0,0.0,2.0,20.0,northcentral
yes,yes,yes,12years,white,no,27.0,0.0,0.0,75.0,west
yes,no,yes,13-15years,white,no,9.0,1.0,1.0,0.0,northcentral
no,yes,no,13-15years,,no,25.0,0.0,2.0,99.999,south
yes,no,yes,13-15years,white,no,12.0,1.0,0.0,30.0,other
yes,no,yes,>16years,white,no,33.0,0.0,0.0,17.6,west
yes,no,yes,>16years,white,no,15.0,2.0,0.0,33.0,other
yes,no,yes,13-15years,white,no,21.0,,,36.75,northcentral
yes,no,yes,13-15years,white,no,7.0,0.0,0.0,60.0,other
no,yes,no,12years,black,no,7.0,1.0,0.0,0.0,south
yes,no,yes,13-15years,white,no,28.0,0.0,0.0,53.0,south
yes,no,yes,16years,white,no,16.0,1.0,1.0,35.6,south
yes,no,yes,12years,white,no,22.0,0.0,1.0,27.0,northcentral
yes,no,yes,>16years,white,no,0.0,0.0,0.0,21.9,south
yes,no,yes,12years,white,no,7.0,2.0,0.0,31.0,south
yes,yes,yes,12years,white,no,41.0,,,48.0,south
no,no,no,12years,black,no,22.0,,,35.0,south
yes,no,yes,13-15years,white,no,13.0,2.0,0.0,42.021,south
no,yes,yes,16years,,no,10.0,0.0,0.0,35.0,south
yes,yes,yes,>16years,,no,26.0,0.0,0.0,28.604,other
no,no,no,>16years,white,no,9.0,2.0,0.0,36.0,south
no,yes,no,12years,white,yes,29.0,0.0,0.0,30.0,west
no,no,no,12years,white,no,27.0,0.0,0.0,12.0,west
yes,no,yes,12years,,no,24.0,0.0,2.0,28.0,other
no,no,no,12years,white,no,33.0,0.0,0.0,0.0,west
yes,no,yes,13-15years,,no,42.0,1.0,0.0,13.8,northcentral
no,yes,no,13-15years,,no,16.0,0.0,3.0,40.0,northcentral
yes,yes,yes,13-15years,white,no,14.0,0.0,1.0,48.0,south
yes,yes,yes,16years,white,no,23.0,0.0,0.0,28.0,northcentral
no,yes,no,12years,white,no,25.0,,,0.0,northcentral
yes,no,yes,12years,white,no,44.0,0.0,0.0,27.0,south
no,no,no,12years,white,yes,9.0,2.0,1.0,0.0,northcentral
yes,yes,yes,13-15years,white,no,38.0,0.0,0.0,14.0,south
yes,no,yes,13-15years,white,no,27.0,0.0,1.0,42.0,south
yes,no,yes,13-15years,white,no,8.0,1.0,2.0,42.0,northcentral
no,no,no,13-15years,,no,3.0,0.0,0.0,14.495,west
no,yes,yes,13-15years,white,no,21.0,0.0,2.0,50.4,northcentral
no,yes,no,12years,,no,42.0,0.0,0.0,0.0,other
no,yes,no,13-15years,white,no,20.0,0.0,0.0,17.2,west
yes,yes,yes,12years,white,no,16.0,,,34.573,northcentral
yes,no,yes,16years,white,no,39.0,0.0,0.0,0.0,northcentral
yes,yes,yes,13-15years,,no,37.0,0.0,0.0,45.0,northcentral
no,yes,no,12years,white,no,41.0,0.0,0.0,0.0,west
no,no,no,13-15years,white,no,12.0,1.0,1.0,10.0,northcentral
no,no,no,12years,white,no,46.0,0.0,0.0,0.0,northcentral
yes,no,yes,12years,,no,21.0,0.0,2.0,32.0,northcentral
yes,no,yes,12years,,no,35.0,0.0,0.0,75.0,northcentral
yes,no,yes,16years,,no,15.0,0.0,3.0,41.0,northcentral
no,yes,yes,16years,white,no,14.0,2.0,0.0,99.999,northcentral
yes,no,yes,12years,,no,27.0,0.0,2.0,12.0,northcentral
no,no,yes,13-15years,white,no,6.0,1.0,0.0,22.0,west
no,no,no,9-11years,white,yes,13.5,2.0,1.0,15.6,other
no,yes,no,>16years,white,no,24.0,0.0,1.0,0.0,south
no,yes,no,12years,white,no,21.0,2.0,2.0,11.44,northcentral
yes,no,yes,12years,black,no,15.0,0.0,3.0,12.0,south
no,yes,yes,12years,white,no,20.0,0.0,0.0,35.0,south
yes,yes,yes,13-15years,,no,16.0,0.0,2.0,70.0,south
no,yes,no,13-15years,white,no,14.0,2.0,2.0,26.0,other
no,no,no,12years,white,no,24.0,0.0,1.0,3.0,northcentral
yes,no,yes,12years,white,no,19.0,0.0,0.0,33.0,other
no,no,no,<9years,,yes,33.0,0.0,0.0,0.0,west
yes,no,yes,13-15years,white,no,16.0,1.0,0.0,50.0,south
yes,no,yes,>16years,white,no,12.0,1.0,0.0,99.999,west
no,yes,no,16years,white,no,12.0,0.0,0.0,28.0,northcentral
yes,yes,yes,13-15years,white,no,24.0,0.0,1.0,25.0,other
yes,no,yes,16years,white,no,30.0,,,48.0,northcentral
no,yes,no,16years,white,no,6.0,0.0,0.0,12.0,other
yes,no,yes,12years,white,no,14.0,1.0,1.0,30.0,northcentral
yes,yes,yes,13-15years,white,no,25.0,0.0,0.0,22.0,south
no,no,no,12years,,no,16.0,0.0,3.0,14.213,northcentral
no,yes,no,13-15years,white,no,41.0,0.0,0.0,0.0,south
yes,no,yes,13-15years,white,no,11.0,0.0,1.0,27.8,south
yes,no,yes,12years,white,no,9.0,1.0,0.0,20.0,south
no,yes,no,12years,white,no,40.0,0.0,0.0,27.0,other
yes,yes,yes,12years,white,no,32.0,,,38.0,other
yes,no,yes,12years,white,no,36.0,0.0,0.0,40.297,west
no,no,yes,12years,black,no,30.0,0.0,0.0,38.0,south
no,yes,no,16years,white,no,21.0,0.0,0.0,0.0,west
yes,no,yes,12years,white,no,19.0,0.0,2.0,26.0,south
no,no,no,12years,white,no,16.0,,,25.0,south
yes,no,yes,>16years,white,no,9.0,1.0,0.0,75.0,other
yes,yes,yes,>16years,white,no,19.0,0.0,1.0,40.0,northcentral
yes,no,yes,13-15years,,no,40.0,0.0,0.0,31.976,other
yes,no,yes,16years,white,no,28.0,0.0,0.0,99.999,other
yes,no,yes,12years,white,no,35.0,0.0,0.0,35.0,northcentral
yes,no,yes,12years,white,no,21.0,0.0,2.0,0.0,other
no,yes,yes,9-11years,white,no,5.5,1.0,0.0,12.4,west
yes,no,yes,13-15years,white,no,9.0,0.0,0.0,27.0,south
yes,yes,yes,13-15years,white,no,20.0,0.0,0.0,39.0,other
yes,no,yes,<9years,white,no,20.0,0.0,3.0,20.0,west
yes,no,yes,12years,white,no,18.0,2.0,0.0,49.0,northcentral
no,no,no,9-11years,other,no,18.5,0.0,3.0,0.0,south
no,no,no,12years,white,no,27.0,0.0,2.0,0.0,northcentral
no,yes,no,12years,white,no,43.0,0.0,0.0,0.0,northcentral
yes,no,yes,16years,white,no,5.0,0.0,0.0,36.0,northcentral
no,no,no,13-15years,white,no,18.0,0.0,2.0,37.0,west
no,yes,no,12years,white,no,28.0,0.0,0.0,10.0,other
yes,no,yes,12years,white,no,12.0,2.0,1.0,34.0,northcentral
yes,no,yes,16years,white,no,4.0,0.0,0.0,31.042,other
yes,no,yes,13-15years,white,no,38.0,0.0,0.0,0.0,northcentral
yes,no,yes,12years,white,no,19.0,0.0,3.0,50.0,other
yes,no,yes,12years,white,no,21.0,0.0,0.0,36.0,south
